en,nl,description,file,hash
Mercato Refunds,Mercato-terugbetalingen,,site/modules/Mercato/ProcessMercato.module.php,d10e8f9edde5ba9dfe8b65cf4e8fca98
Mercato Reports,Mercato-rapporten,,site/modules/Mercato/ProcessMercato.module.php,21ebde301a7a211498fb4b3d01c16261
Mercato Search,Mercato-zoekfunctie,,site/modules/Mercato/ProcessMercato.module.php,5fbd491d73a66e0fff4a1ee4f9624707
Mercato Webhooks,Mercato-webhooks,,site/modules/Mercato/ProcessMercato.module.php,8d1028877c92eb817d8854781d47e2ee
Order Detail,Besteldetail,,site/modules/Mercato/ProcessMercato.module.php,6749752799c78ed976b9f03cb6e50cce
Order not found.,Bestelling niet gevonden.,,site/modules/Mercato/ProcessMercato.module.php,149ad34562bd32ca88aac01cd023fce5
Order Timeline,Besteltijdlijn,,site/modules/Mercato/ProcessMercato.module.php,eed5f1931d938be6182018978b9a4c8d
Product not found,Product niet gevonden,,site/modules/Mercato/ProcessMercato.module.php,dfbe69c6d9568ecb0e65e7b32ed92a3a
Address shown to customers choosing pickup.,Adres dat wordt getoond aan klanten die voor afhalen kiezen.,,site/modules/Mercato/src/MercatoConfigInputfields.php,8ca4a8a6eb89945256b1d976130cbeb3
Advanced / Debug,Geavanceerd / Debug,,site/modules/Mercato/src/MercatoConfigInputfields.php,953b9fe2b63464f0b0822feba15a48f0
After amount (12.99 €),"Bedrag na (12,99 €)",,site/modules/Mercato/src/MercatoConfigInputfields.php,cce002739944e9374f973f33d26a63e2
"After saving the webhook, reveal and copy the Signing secret (whsec_...) into the field below.",Onthul na het opslaan van de webhook het ondertekeningsgeheim (whsec_...) en kopieer dit naar het onderstaande veld.,,site/modules/Mercato/src/MercatoConfigInputfields.php,9f5474045234685da9520841374c2914
Allowed delivery countries,Toegestane bezorglanden,,site/modules/Mercato/src/MercatoConfigInputfields.php,48aed1551811e63953baaa9b20bb04c2
Automatic asset loading,Automatisch laden van assets,,site/modules/Mercato/src/MercatoConfigInputfields.php,3d0c79b3b3cada129942490665347acc
Automatic cleanup uses ProcessWire LazyCron. Manual cleanup remains available in the Launch tab.,Automatisch opschonen gebruikt ProcessWire LazyCron. Handmatig opschonen blijft beschikbaar op het tabblad Lancering.,,site/modules/Mercato/src/MercatoConfigInputfields.php,78995121d39498cb8f097d0e72cfc594
Available checkout methods,Beschikbare checkout-methoden,,site/modules/Mercato/src/MercatoConfigInputfields.php,293bd3c754e972e04500e3b6c1d8e45e
Bank transfer instructions,Instructies voor bankoverschrijving,,site/modules/Mercato/src/MercatoConfigInputfields.php,1b6c9ccaee81d31161eb397f3929ccd1
Before amount (€ 12.99),"Bedrag vóór (€ 12,99)",,site/modules/Mercato/src/MercatoConfigInputfields.php,676f9273aa4eed98b0e4e25224722769
Bootstrap CSS CDN URL,Bootstrap CSS CDN-URL,,site/modules/Mercato/src/MercatoConfigInputfields.php,8181092ed55b3dd5ea2520d5574962f8
Cancel / back page,Annuleer-/terugpagina,,site/modules/Mercato/src/MercatoConfigInputfields.php,01754d77b494cd3004d52a5acf64f7ca
Carrier delivery label,Label voor vervoerderbezorging,,site/modules/Mercato/src/MercatoConfigInputfields.php,ed4a094db0a6a395effe1be591c98f23
Cart retention,Winkelwagenretentie,,site/modules/Mercato/src/MercatoConfigInputfields.php,65b8cddd975764cccd1e023abe750ff6
Checkout delivery windows,Bezorgvensters bij checkout,,site/modules/Mercato/src/MercatoConfigInputfields.php,64c83f0285ca691bcbac3b9c47da85fb
Checkout policy pages,Beleidspagina's bij checkout,,site/modules/Mercato/src/MercatoConfigInputfields.php,c66394c5a2251ef26258eaf8beb01aee
Comma-separated prefixes. Leave blank to allow all postcodes.,Door komma's gescheiden voorvoegsels. Laat leeg om alle postcodes toe te staan.,,site/modules/Mercato/src/MercatoConfigInputfields.php,0ad5e6cde4e71507157f8f81c23c1382
Controls how displayed tax totals are rounded. Stored order totals remain frozen after checkout.,Bepaalt hoe weergegeven belastingtotalen worden afgerond. Opgeslagen besteltotalen blijven vastgezet na de checkout.,,site/modules/Mercato/src/MercatoConfigInputfields.php,b69ebeb87b2727726ffb5ec31c4cf0df
Controls tax breakdown display. Included keeps the current gross-price model; No tax hides tax rows without changing payable totals.,"Bepaalt de weergave van de belastingspecificatie. ""Inclusief"" behoudt het huidige brutoprijsmodel; ""Geen belasting"" verbergt belastingregels zonder de te betalen totalen te wijzigen.",,site/modules/Mercato/src/MercatoConfigInputfields.php,2a878a6d141955c430c86ee98beafb96
"Controls the default Mercato frontend templates: product, checkout, and success.","Bepaalt de standaard Mercato-frontendtemplates: product, checkout en succes.",,site/modules/Mercato/src/MercatoConfigInputfields.php,916c6438418d2a9da8016a86c7d8e4df
copied only when missing,alleen gekopieerd indien ontbrekend,,site/modules/Mercato/src/MercatoConfigInputfields.php,8424478681a758ba1a121a92e4fbd8f8
copied with overwrite enabled,gekopieerd met overschrijven ingeschakeld,,site/modules/Mercato/src/MercatoConfigInputfields.php,cf938f6daed768503c22f5f057cb052f
Copy the Sandbox Client ID and Secret for testing. Copy Live credentials only when you are ready for production review.,Kopieer de Sandbox Client ID en Secret voor testen. Kopieer live-inloggegevens pas wanneer u klaar bent voor productiebeoordeling.,,site/modules/Mercato/src/MercatoConfigInputfields.php,61e2d6728675411f8f906966da473bf2
Create a webhook for this endpoint and copy its Webhook ID into the matching Sandbox or Live field:,Maak een webhook voor dit endpoint en kopieer de bijbehorende Webhook-ID naar het overeenkomstige Sandbox- of Live-veld:,,site/modules/Mercato/src/MercatoConfigInputfields.php,1c5ec0b0e51b8a2298e5cb578644c75d
Currency code (ISO 4217),Valutacode (ISO 4217),,site/modules/Mercato/src/MercatoConfigInputfields.php,e55bade0ee4d4ea96b18ff8aade224c3
Currency symbol,Valutasymbool,,site/modules/Mercato/src/MercatoConfigInputfields.php,62f9da2dd4df9ed3b5312a77186956c8
Customer data retention,Bewaring van klantgegevens,,site/modules/Mercato/src/MercatoConfigInputfields.php,dcfd4a0ecaa0aca9b123e487971468a6
Customer redirects return to the configured Mercato pages:,Klantomleidingen keren terug naar de geconfigureerde Mercato-pagina's:,,site/modules/Mercato/src/MercatoConfigInputfields.php,6154052a44ff6831cf4e2a34f4e47b2a
Default checkout method,Standaard checkout-methode,,site/modules/Mercato/src/MercatoConfigInputfields.php,d4b747f0b6f2a405735b37654d6db62d
Default low-stock threshold,Standaarddrempel lage voorraad,,site/modules/Mercato/src/MercatoConfigInputfields.php,2eb8c2ac0ea4aad04b7da2de3a2c6c10
Default product tax rate (%),Standaard belastingtarief product (%),,site/modules/Mercato/src/MercatoConfigInputfields.php,a2d0dcd05d830e3170a66c6804d70792
Delivery regions by country,Bezorgregio's per land,,site/modules/Mercato/src/MercatoConfigInputfields.php,f157e0d40152b2f813078871d4f7e76d
"Disable this when your site theme already provides Tailwind, Bootstrap, or UIkit.","Schakel dit uit wanneer uw sitethema al Tailwind, Bootstrap of UIkit levert.",,site/modules/Mercato/src/MercatoConfigInputfields.php,17a018935bfb3575d1b919bc2dc29ee9
Draft order retention,Bewaring van conceptbestellingen,,site/modules/Mercato/src/MercatoConfigInputfields.php,a5b2fe0e35c054cd3b7c3931c80fd382
Email Notifications,E-mailmeldingen,,site/modules/Mercato/src/MercatoConfigInputfields.php,3caac88fd2cfb66b30bf5c3bb963e2ae
Enable automated recovery emails,Geautomatiseerde herstel-e-mails inschakelen,,site/modules/Mercato/src/MercatoConfigInputfields.php,959eadf90d3e8c1e6467b3dcc46a18bd
"Enable customer-facing payment methods in the Mollie Dashboard. Mollie Checkout will show only methods available for the merchant profile, currency, amount, and shopper country.","Schakel klantgerichte betaalmethoden in het Mollie Dashboard in. Mollie Checkout toont alleen methoden die beschikbaar zijn voor het handelaarsprofiel, de valuta, het bedrag en het land van de koper.",,site/modules/Mercato/src/MercatoConfigInputfields.php,e08693c164cfb8a0e8e940989b7b04fa
"Enable only if you want Mercato to replace mrc-order.php, mrc-orders.php, mrc-products.php, mrc-product.php, mrc-checkout.php, and mrc-success.php in /site/templates/. This can overwrite manual edits.","Alleen inschakelen als u wilt dat Mercato mrc-order.php, mrc-orders.php, mrc-products.php, mrc-product.php, mrc-checkout.php en mrc-success.php in /site/templates/ vervangt. Dit kan handmatige wijzigingen overschrijven.",,site/modules/Mercato/src/MercatoConfigInputfields.php,3ca2aa2d8e6e2898c636c1fb1566c645
Enabled payment methods,Ingeschakelde betaalmethoden,,site/modules/Mercato/src/MercatoConfigInputfields.php,5b640a119f4a8811e835e207d07beae3
"For Mollie, no signing secret is stored here. The webhook POST contains a payment id; Mercato verifies it by fetching the payment through the Mollie API.",Voor Mollie wordt hier geen ondertekeningsgeheim opgeslagen. De webhook-POST bevat een betalings-ID; Mercato verifieert dit door de betaling op te halen via de Mollie API.,,site/modules/Mercato/src/MercatoConfigInputfields.php,fdb0af36bda5d509044f75c5cc569432
"For subscription self-service links, configure Stripe Billing → Customer portal in the Stripe Dashboard.",Configureer voor zelfservicelinks voor abonnementen Stripe Billing → Klantportaal in het Stripe Dashboard.,,site/modules/Mercato/src/MercatoConfigInputfields.php,da0e82ab088ffa58c4038c093cd5953e
Free shipping threshold,Drempel voor gratis verzending,,site/modules/Mercato/src/MercatoConfigInputfields.php,5f2ab464876341df7ff085560b1dc9e2
Frontend framework,Frontend-framework,,site/modules/Mercato/src/MercatoConfigInputfields.php,c887185c6013adddafbfdf72db7b6822
Fulfilment Methods,Afhandelingsmethoden,,site/modules/Mercato/src/MercatoConfigInputfields.php,adf17ec958948e1e7f038cdb844a4775
General Settings,Algemene instellingen,,site/modules/Mercato/src/MercatoConfigInputfields.php,52f4393e1b52ba63e27310ca92ba098c
GET opens a diagnostic response. Mollie will POST payment status updates to this URL.,GET opent een diagnostische respons. Mollie stuurt (POST) betalingsstatusupdates naar deze URL.,,site/modules/Mercato/src/MercatoConfigInputfields.php,ee862080965ba294771291064004ee86
GET opens a diagnostic response. PayPal will POST signed webhook events to this URL.,GET opent een diagnostische respons. PayPal stuurt (POST) ondertekende webhookgebeurtenissen naar deze URL.,,site/modules/Mercato/src/MercatoConfigInputfields.php,b2e3d0fee362d39db5946fac48749aa4
GET opens a diagnostic response. Stripe must POST signed webhook events to this URL.,GET opent een diagnostische respons. Stripe moet ondertekende webhookgebeurtenissen (POST) naar deze URL sturen.,,site/modules/Mercato/src/MercatoConfigInputfields.php,aee1d8133cca197f685a9236872a51b5
How long pending checkout orders reserve stock before payment confirmation. Range: 1-1440 minutes.,Hoe lang bestellingen in behandeling voorraad reserveren vóór betalingsbevestiging. Bereik: 1-1440 minuten.,,site/modules/Mercato/src/MercatoConfigInputfields.php,f530496520cccf86a91e136f8f755576
How many days abandoned cart/session policy should retain cart context. Range: 1-3650 days. This setting documents policy; it does not delete paid orders.,Hoeveel dagen het beleid voor verlaten winkelwagen/sessie de winkelwagencontext moet bewaren. Bereik: 1-3650 dagen. Deze instelling documenteert beleid; het verwijdert geen betaalde bestellingen.,,site/modules/Mercato/src/MercatoConfigInputfields.php,8cf6327356c3abeccf9dd017e9e6e5fa
How many days redacted webhook/event payload context should remain available for diagnostics. Range: 1-3650 days.,Hoeveel dagen bewerkte webhook-/gebeurtenispayloadcontext beschikbaar moet blijven voor diagnostiek. Bereik: 1-3650 dagen.,,site/modules/Mercato/src/MercatoConfigInputfields.php,253bfff80bdd009fa41ef992b5e521bb
How many days unpaid draft/pending order data may remain before manual or LazyCron cleanup. Range: 1-3650 days.,Hoeveel dagen onbetaalde concept-/bestelgegevens in behandeling mogen blijven bestaan vóór handmatig opschonen of LazyCron-opschoning. Bereik: 1-3650 dagen.,,site/modules/Mercato/src/MercatoConfigInputfields.php,90c8ce3f9bdec2fa8cdaa23584c24210
How often LazyCron should check abandoned checkout recovery candidates.,Hoe vaak LazyCron kandidaten voor herstel van verlaten checkouts moet controleren.,,site/modules/Mercato/src/MercatoConfigInputfields.php,569df70cbeb1067ad6068970b8df3081
Include carrier/local delivery fees in the tax breakdown,Vervoerder-/lokale bezorgkosten opnemen in de belastingspecificatie,,site/modules/Mercato/src/MercatoConfigInputfields.php,33a5082568840de0ef74e052d5e37b3e
Install / repair generated assets,Gegenereerde assets installeren/repareren,,site/modules/Mercato/src/MercatoConfigInputfields.php,ec861d8401ffe9bf2c8e4a206cc7e1b8
Installer,Installatieprogramma,,site/modules/Mercato/src/MercatoConfigInputfields.php,d1be377656960ed04f1564da21d80c8d
Invoice prefix,Factuurvoorvoegsel,,site/modules/Mercato/src/MercatoConfigInputfields.php,82c9667c9ef1dc29e479d080eaa998db
Let Stripe show compatible Payment Element methods for Stripe Card checkout.,Laat Stripe compatibele Payment Element-methoden tonen voor Stripe Card-checkout.,,site/modules/Mercato/src/MercatoConfigInputfields.php,4401a0673bbbc9898e6ae65d36164ca0
Live API Key (live_...),Live API-sleutel (live_...),,site/modules/Mercato/src/MercatoConfigInputfields.php,a1d3f83d9be8208e944dfcd4dc685ec7
Live Client ID,Live Client-ID,,site/modules/Mercato/src/MercatoConfigInputfields.php,1087b413bc531d99ee4deb93e280bfed
Live Publishable Key (pk_live_...),Live publiceerbare sleutel (pk_live_...),,site/modules/Mercato/src/MercatoConfigInputfields.php,de598d9a6a44b3c8fffe32bb14e97224
Live Secret,Live geheim,,site/modules/Mercato/src/MercatoConfigInputfields.php,283b4262a252e932f41c6a7eeea8dc15
Live Secret Key (sk_live_...),Live geheime sleutel (sk_live_...),,site/modules/Mercato/src/MercatoConfigInputfields.php,aa26a33e114eb2adc910b678faf071c3
Live Webhook ID,Live webhook-ID,,site/modules/Mercato/src/MercatoConfigInputfields.php,78531346fe27352f80f09f3fc2686d63
Load CDN assets for the selected frontend framework.,Laad CDN-assets voor het geselecteerde frontend-framework.,,site/modules/Mercato/src/MercatoConfigInputfields.php,8ac0d8d44a0e7c9f40efa3b09dd57a9c
Local delivery email body,E-mailtekst lokale bezorging,,site/modules/Mercato/src/MercatoConfigInputfields.php,42f875b83e3575888b372857cd5c077a
Local delivery email subject,E-mailonderwerp lokale bezorging,,site/modules/Mercato/src/MercatoConfigInputfields.php,4c62f798d12edc5eba21903d00227e0c
Local delivery fee,Kosten lokale bezorging,,site/modules/Mercato/src/MercatoConfigInputfields.php,9cfed83392cff8ccad48215339b64855
Local delivery instructions,Instructies lokale bezorging,,site/modules/Mercato/src/MercatoConfigInputfields.php,410683d78bdbe21940c75cd0a1e17ba1
Local delivery label,Label lokale bezorging,,site/modules/Mercato/src/MercatoConfigInputfields.php,7a1890112eec0e9f696530d8cefd9718
Local delivery minimum order,Minimale bestelling lokale bezorging,,site/modules/Mercato/src/MercatoConfigInputfields.php,f0aa7dfe71962a76e411df87e5b4591e
Local postal-code prefixes,Lokale postcodevoorvoegsels,,site/modules/Mercato/src/MercatoConfigInputfields.php,55934fe43d898f7ffc73d18b97169d03
Maximum payment-link emails per automation run. Range: 1-100.,Maximaal aantal betaallink-e-mails per automatiseringsrun. Bereik: 1-100.,,site/modules/Mercato/src/MercatoConfigInputfields.php,ea8337b59371b9762a2eb74f25460e16
Mercato installer failed: ,Mercato-installatie is mislukt:,,site/modules/Mercato/src/MercatoConfigInputfields.php,f762aee52bd3e253911b9e5569435358
Mercato installer finished. Template files were %s.,Mercato-installatie voltooid. Templatebestanden zijn %s.,,site/modules/Mercato/src/MercatoConfigInputfields.php,e416ece723ce302257c22c361daaec30
"Mercato keeps prices gross; this controls the displayed tax breakdown, not the payable total.","Mercato houdt prijzen inclusief; dit bepaalt de weergegeven belastingspecificatie, niet het te betalen totaal.",,site/modules/Mercato/src/MercatoConfigInputfields.php,843528a5f9651c8ff1cf430e3e4988c0
Mercato sends the webhook URL automatically when it creates each Mollie payment:,Mercato verstuurt de webhook-URL automatisch bij het aanmaken van elke Mollie-betaling:,,site/modules/Mercato/src/MercatoConfigInputfields.php,e4e01b0e0a13c28d4fadf48a8dba3bd2
Mercato test email failed: ,Mercato-testmail is mislukt:,,site/modules/Mercato/src/MercatoConfigInputfields.php,69439db15742b08a190183c78a0c1ee0
Mercato test email sent to ,Mercato-testmail verzonden naar,,site/modules/Mercato/src/MercatoConfigInputfields.php,b87e418b22f1d4d3020894d2ddcbc7a8
Mercato verifies real PayPal webhooks with the PayPal verify-webhook-signature API before processing production events.,Mercato verifieert echte PayPal-webhooks met de PayPal verify-webhook-signature API voordat productiegebeurtenissen worden verwerkt.,,site/modules/Mercato/src/MercatoConfigInputfields.php,dfb7129fc2881cad174a089587859a24
Merchant Details,Verkopersgegevens,,site/modules/Mercato/src/MercatoConfigInputfields.php,766c0fb714d9b7fd8a1c1c8ff799deb2
Minimum checkout age,Minimumleeftijd checkout,,site/modules/Mercato/src/MercatoConfigInputfields.php,061fee424c31b438b6d123c0614e5eb8
Minimum minutes before another recovery payment-link email can be sent for the same unpaid order. Use 0 to disable the cooldown. Range: 0-10080 minutes.,Minimum aantal minuten voordat opnieuw een herstel-betaallink-e-mail kan worden verzonden voor dezelfde onbetaalde bestelling. Gebruik 0 om de afkoelperiode uit te schakelen. Bereik: 0-10080 minuten.,,site/modules/Mercato/src/MercatoConfigInputfields.php,ec85d62e510078b975bc0d12af442749
"Mollie also calls this payment webhook when a refund reaches processing, failed, or refunded status. Queued or pending refunds can be checked from Order Detail.","Mollie roept deze betalingswebhook ook aan wanneer een terugbetaling de status in verwerking, mislukt of terugbetaald bereikt. In de wachtrij staande of in behandeling zijnde terugbetalingen kunnen worden gecontroleerd vanuit Besteldetail.",,site/modules/Mercato/src/MercatoConfigInputfields.php,616ad811063ed1a93271c6a1d0d52b89
Mollie Settings,Mollie-instellingen,,site/modules/Mercato/src/MercatoConfigInputfields.php,824f2c1d1c2ee9aecac9977d9347a2ea
Mollie Webhook Endpoint,Mollie webhook-endpoint,,site/modules/Mercato/src/MercatoConfigInputfields.php,614dab96b81a1f54bfe4e691a7f133f9
One email per line. These addresses are excluded from manual and automated recovery payment-link emails.,Eén e-mailadres per regel. Deze adressen worden uitgesloten van handmatige en geautomatiseerde herstel-betaallink-e-mails.,,site/modules/Mercato/src/MercatoConfigInputfields.php,3c10f1526245ddbca84e189df3dc9922
Only selected methods are shown on checkout and accepted by the payment flow. Demo Payment is always unavailable in production mode.,Alleen geselecteerde methoden worden getoond bij checkout en geaccepteerd door de betaalflow. Demobetaling is altijd niet beschikbaar in productiemodus.,,site/modules/Mercato/src/MercatoConfigInputfields.php,a62b7bbc37b77ec3aeee31af1dd0f845
Open Developers → Webhooks → Add endpoint and use this endpoint URL:,Open Developers → Webhooks → Add endpoint en gebruik deze endpoint-URL:,,site/modules/Mercato/src/MercatoConfigInputfields.php,918363d0b47bec7df7f46826a65225b6
Open Mollie Dashboard → Developers → API keys and copy the Test API key and Live API key.,Open Mollie Dashboard → Developers → API keys en kopieer de Test API key en Live API key.,,site/modules/Mercato/src/MercatoConfigInputfields.php,fa58a8aa797f3a0512addd4d94341f41
Open PayPal Developer Dashboard → Apps & Credentials and create or select a REST app.,Open PayPal Developer Dashboard → Apps & Credentials en maak of selecteer een REST-app.,,site/modules/Mercato/src/MercatoConfigInputfields.php,afc305b47da5edb9a5a09cac7dcee44a
Open Stripe Dashboard → Developers → API keys and copy the Publishable key and Secret key for test/live mode.,Open Stripe Dashboard → Developers → API keys en kopieer de Publishable key en Secret key voor test-/livemodus.,,site/modules/Mercato/src/MercatoConfigInputfields.php,2f98351adabe4800844064766bb5550c
"Optional checkout region/state list, one per line: US: CA California, US: NY New York, CA: QC Quebec. When a country has entries, checkout requires one of those region codes.","Optionele lijst met checkout-regio's/staten, één per regel: US: CA California, US: NY New York, CA: QC Quebec. Als een land items heeft, vereist checkout een van die regiocodes.",,site/modules/Mercato/src/MercatoConfigInputfields.php,b8acaba53692dc47cebf484edbe3fbf4
"Optional coupon code promoted in recovery payment-link emails. Variables: {recovery_discount_code}, {recovery_discount_line}.","Optionele couponcode die wordt gepromoot in herstel-betaallink-e-mails. Variabelen: {recovery_discount_code}, {recovery_discount_line}.",,site/modules/Mercato/src/MercatoConfigInputfields.php,be3fa7ecafeba78b4036b0ebf8eeedbb
"Optional external PDF renderer URL. Variables: {order_id}, {invoice}, {token}, {receipt_link}. Leave blank to use printable HTML only.","Optionele URL voor externe PDF-renderer. Variabelen: {order_id}, {invoice}, {token}, {receipt_link}. Laat leeg om alleen afdrukbare HTML te gebruiken.",,site/modules/Mercato/src/MercatoConfigInputfields.php,9fc30357d6288a5d6ce56894eea5159b
"Optional ISO-2 country allowlist for carrier and local delivery, e.g. GB, FR, DE. Leave blank to allow all countries.","Optionele ISO-2-lijst met toegestane landen voor vervoerder- en lokale bezorging, bijv. GB, FR, DE. Laat leeg om alle landen toe te staan.",,site/modules/Mercato/src/MercatoConfigInputfields.php,5eb8bb12303cda35ecd6055520a78f34
"Optional managed checkout time windows, one per line. When configured, checkout shows a select field and rejects values outside this list.","Optionele beheerde checkout-tijdvensters, één per regel. Indien geconfigureerd toont checkout een keuzeveld en worden waarden buiten deze lijst geweigerd.",,site/modules/Mercato/src/MercatoConfigInputfields.php,b85efbae0df4d2906a3a8f3661f9b949
"Optional multiple pickup locations, one per line: Name | Address | Instructions | Hours. When empty, the single pickup location and instructions above are used.","Optionele meerdere afhaallocaties, één per regel: Naam | Adres | Instructies | Openingstijden. Indien leeg wordt de enkele afhaallocatie en bovenstaande instructies gebruikt.",,site/modules/Mercato/src/MercatoConfigInputfields.php,ac3bd9acaa0c38ed4d37f17c31dbded5
"Optional PHP template relative to /site/templates/, e.g. mercato-receipt.php. Leave blank to use the built-in printable receipt.","Optionele PHP-template relatief aan /site/templates/, bijv. mercato-receipt.php. Laat leeg om het ingebouwde afdrukbare bonnetje te gebruiken.",,site/modules/Mercato/src/MercatoConfigInputfields.php,a0b6a741d4c12d5051de4b5c977032f4
Optional policy horizon for customer data review. Use 0 to retain until an explicit admin policy/manual cleanup exists. Paid orders are never silently deleted.,Optionele beleidshorizon voor beoordeling van klantgegevens. Gebruik 0 om te bewaren totdat er expliciet adminbeleid/handmatige opschoning is. Betaalde bestellingen worden nooit stilzwijgend verwijderd.,,site/modules/Mercato/src/MercatoConfigInputfields.php,77064f0d075e3d2395b6740f06529355
"Optional prefix for newly issued invoice numbers, e.g. INV-. Existing invoice numbers are preserved.","Optioneel voorvoegsel voor nieuw uitgegeven factuurnummers, bijv. INV-. Bestaande factuurnummers blijven behouden.",,site/modules/Mercato/src/MercatoConfigInputfields.php,8d84d40e5549a012a7cbdd8feea0de0b
"Optional public pages linked below checkout. Use this for terms, privacy, refund, and shipping policies.","Optionele openbare pagina's die onder checkout worden gelinkt. Gebruik dit voor voorwaarden, privacy, terugbetalings- en verzendbeleid.",,site/modules/Mercato/src/MercatoConfigInputfields.php,e1f61d5b576c0309a58b1e56479a9bf3
"Optional seller/legal details shown on printable receipts, e.g. company name, address, registration number, VAT number.","Optionele verkoper-/juridische gegevens die op afdrukbare bonnetjes worden getoond, bijv. bedrijfsnaam, adres, registratienummer, btw-nummer.",,site/modules/Mercato/src/MercatoConfigInputfields.php,c4a52e135848f8ac5650a8e6723b6361
Order confirmation body,Tekst bestelbevestiging,,site/modules/Mercato/src/MercatoConfigInputfields.php,6619e2036b80df5e29363b5e024935dd
Order confirmation subject,Onderwerp bestelbevestiging,,site/modules/Mercato/src/MercatoConfigInputfields.php,dab24509ddc067e6887c51343879377d
Orders parent page path,Padnaam bovenliggende paginabestellingen,,site/modules/Mercato/src/MercatoConfigInputfields.php,731595ccdbd7364f0757385e50a50e1c
Overwrite existing template files in /site/templates/,Bestaande templatebestanden in /site/templates/ overschrijven,,site/modules/Mercato/src/MercatoConfigInputfields.php,82481857d82a9e7d198b2533b4b9e869
Page shown after successful payment.,Pagina die wordt getoond na succesvolle betaling.,,site/modules/Mercato/src/MercatoConfigInputfields.php,b422d62bead6237fb8e6450948d043fa
Page used when payment is canceled or the customer goes back.,Pagina die wordt gebruikt wanneer betaling wordt geannuleerd of de klant teruggaat.,,site/modules/Mercato/src/MercatoConfigInputfields.php,67140e8976e6f60b8dcfb9dfcd5068ed
"Path relative to root, e.g. ""orders"". This page will hold all order child pages.","Pad relatief aan de root, bijv. ""orders"". Deze pagina bevat alle onderliggende bestelpagina's.",,site/modules/Mercato/src/MercatoConfigInputfields.php,7a067e7c95fe6b8b721a6e0aba2fa381
Payment link email body,Tekst betaallink-e-mail,,site/modules/Mercato/src/MercatoConfigInputfields.php,25c67bdfce052a2bbe1bb7178cfc07ac
Payment link email subject,Onderwerp betaallink-e-mail,,site/modules/Mercato/src/MercatoConfigInputfields.php,686fc4b74cf66683c9c2daa88b1f09c3
PayPal Settings,PayPal-instellingen,,site/modules/Mercato/src/MercatoConfigInputfields.php,802487810607dad9dc2c5880e2350da6
PayPal Webhook Endpoint,PayPal webhook-endpoint,,site/modules/Mercato/src/MercatoConfigInputfields.php,0e75ac14d8281fa402d8bb1ae3880380
Pickup instructions,Instructies afhalen,,site/modules/Mercato/src/MercatoConfigInputfields.php,7a99414b79b388d791307e4aea5fb8ab
Pickup label,Label afhalen,,site/modules/Mercato/src/MercatoConfigInputfields.php,87c2117da74d9f0eb822c0ce6cb016ab
Pickup location,Afhaallocatie,,site/modules/Mercato/src/MercatoConfigInputfields.php,c5b6f491220ee0279697c20f618d3a8b
Pickup locations,Afhaallocaties,,site/modules/Mercato/src/MercatoConfigInputfields.php,41a6ce51c43b6fa0554d6b9b7f2f0e9f
Pickup ready email body,Tekst e-mail klaar om af te halen,,site/modules/Mercato/src/MercatoConfigInputfields.php,11e9242945b6b0d428adbddf126dbb64
Pickup ready email subject,Onderwerp e-mail klaar om af te halen,,site/modules/Mercato/src/MercatoConfigInputfields.php,9bc39e40250e386c6ff94516f6b178a8
