en,bg,description,file,hash
Advanced / Debug,Разширени / Debug,,site/modules/Mercato/src/MercatoConfigInputfields.php,953b9fe2b63464f0b0822feba15a48f0
After amount (12.99 €),След сума (12.99 €),,site/modules/Mercato/src/MercatoConfigInputfields.php,cce002739944e9374f973f33d26a63e2
"After saving the webhook, reveal and copy the Signing secret (whsec_...) into the field below.","След запазване на webhook-а, разкрийте и копирайте подписващия секрет (whsec_...) в полето по-долу.",,site/modules/Mercato/src/MercatoConfigInputfields.php,9f5474045234685da9520841374c2914
Allowed delivery countries,Разрешени държави за доставка,,site/modules/Mercato/src/MercatoConfigInputfields.php,48aed1551811e63953baaa9b20bb04c2
Automatic asset loading,Автоматично зареждане на ресурси,,site/modules/Mercato/src/MercatoConfigInputfields.php,3d0c79b3b3cada129942490665347acc
Automatic cleanup uses ProcessWire LazyCron. Manual cleanup remains available in the Launch tab.,Автоматичното изчистване използва ProcessWire LazyCron. Ръчното изчистване остава достъпно в раздела Стартиране.,,site/modules/Mercato/src/MercatoConfigInputfields.php,78995121d39498cb8f097d0e72cfc594
Available checkout methods,Налични методи за плащане,,site/modules/Mercato/src/MercatoConfigInputfields.php,293bd3c754e972e04500e3b6c1d8e45e
Bank transfer instructions,Инструкции за банков превод,,site/modules/Mercato/src/MercatoConfigInputfields.php,1b6c9ccaee81d31161eb397f3929ccd1
Before amount (€ 12.99),Преди сума (€ 12.99),,site/modules/Mercato/src/MercatoConfigInputfields.php,676f9273aa4eed98b0e4e25224722769
Bootstrap CSS CDN URL,URL адрес на Bootstrap CSS CDN,,site/modules/Mercato/src/MercatoConfigInputfields.php,8181092ed55b3dd5ea2520d5574962f8
Cancel / back page,Страница за отказ / връщане назад,,site/modules/Mercato/src/MercatoConfigInputfields.php,01754d77b494cd3004d52a5acf64f7ca
Carrier delivery label,Етикет за куриерска доставка,,site/modules/Mercato/src/MercatoConfigInputfields.php,ed4a094db0a6a395effe1be591c98f23
Cart retention,Задържане на количката,,site/modules/Mercato/src/MercatoConfigInputfields.php,65b8cddd975764cccd1e023abe750ff6
Checkout delivery windows,Времеви прозорци за доставка при плащане,,site/modules/Mercato/src/MercatoConfigInputfields.php,64c83f0285ca691bcbac3b9c47da85fb
Checkout policy pages,Страници с политики при плащане,,site/modules/Mercato/src/MercatoConfigInputfields.php,c66394c5a2251ef26258eaf8beb01aee
Comma-separated prefixes. Leave blank to allow all postcodes.,"Разделени със запетая префикси. Оставете празно, за да разрешите всички пощенски кодове.",,site/modules/Mercato/src/MercatoConfigInputfields.php,0ad5e6cde4e71507157f8f81c23c1382
Controls how displayed tax totals are rounded. Stored order totals remain frozen after checkout.,Управлява закръгляването на показваните данъчни суми. Съхранените общи суми на поръчката остават фиксирани след плащането.,,site/modules/Mercato/src/MercatoConfigInputfields.php,b69ebeb87b2727726ffb5ec31c4cf0df
Controls tax breakdown display. Included keeps the current gross-price model; No tax hides tax rows without changing payable totals.,"Управлява показването на данъчната разбивка. „Включен“ запазва текущия модел с брутни цени; „Без данък“ скрива редовете с данък, без да променя дължимите суми.",,site/modules/Mercato/src/MercatoConfigInputfields.php,2a878a6d141955c430c86ee98beafb96
"Controls the default Mercato frontend templates: product, checkout, and success.","Управлява подразбиращите се фронтенд шаблони на Mercato: продукт, плащане и успех.",,site/modules/Mercato/src/MercatoConfigInputfields.php,916c6438418d2a9da8016a86c7d8e4df
copied only when missing,копирано само когато липсва,,site/modules/Mercato/src/MercatoConfigInputfields.php,8424478681a758ba1a121a92e4fbd8f8
copied with overwrite enabled,копирано с включено презаписване,,site/modules/Mercato/src/MercatoConfigInputfields.php,cf938f6daed768503c22f5f057cb052f
Copy the Sandbox Client ID and Secret for testing. Copy Live credentials only when you are ready for production review.,Копирайте Sandbox Client ID и Secret за тестване. Копирайте реалните (Live) данни само когато сте готови за прегледа за продукция.,,site/modules/Mercato/src/MercatoConfigInputfields.php,61e2d6728675411f8f906966da473bf2
Create a webhook for this endpoint and copy its Webhook ID into the matching Sandbox or Live field:,Създайте webhook за тази крайна точка и копирайте неговия Webhook ID в съответното поле Sandbox или Live:,,site/modules/Mercato/src/MercatoConfigInputfields.php,1c5ec0b0e51b8a2298e5cb578644c75d
Currency code (ISO 4217),Код на валута (ISO 4217),,site/modules/Mercato/src/MercatoConfigInputfields.php,e55bade0ee4d4ea96b18ff8aade224c3
Currency symbol,Символ на валута,,site/modules/Mercato/src/MercatoConfigInputfields.php,62f9da2dd4df9ed3b5312a77186956c8
Customer data retention,Съхранение на данни за клиента,,site/modules/Mercato/src/MercatoConfigInputfields.php,dcfd4a0ecaa0aca9b123e487971468a6
Customer redirects return to the configured Mercato pages:,Пренасочванията на клиента водят обратно към конфигурираните страници на Mercato:,,site/modules/Mercato/src/MercatoConfigInputfields.php,6154052a44ff6831cf4e2a34f4e47b2a
Default checkout method,Метод за плащане по подразбиране,,site/modules/Mercato/src/MercatoConfigInputfields.php,d4b747f0b6f2a405735b37654d6db62d
Default low-stock threshold,Праг за ниска наличност по подразбиране,,site/modules/Mercato/src/MercatoConfigInputfields.php,2eb8c2ac0ea4aad04b7da2de3a2c6c10
Default product tax rate (%),Данъчна ставка на продукта по подразбиране (%),,site/modules/Mercato/src/MercatoConfigInputfields.php,a2d0dcd05d830e3170a66c6804d70792
Delivery regions by country,Региони за доставка по държава,,site/modules/Mercato/src/MercatoConfigInputfields.php,f157e0d40152b2f813078871d4f7e76d
"Disable this when your site theme already provides Tailwind, Bootstrap, or UIkit.","Деактивирайте това, ако темата на сайта ви вече предоставя Tailwind, Bootstrap или UIkit.",,site/modules/Mercato/src/MercatoConfigInputfields.php,17a018935bfb3575d1b919bc2dc29ee9
Draft order retention,Съхранение на чернови поръчки,,site/modules/Mercato/src/MercatoConfigInputfields.php,a5b2fe0e35c054cd3b7c3931c80fd382
Email Notifications,Известия по имейл,,site/modules/Mercato/src/MercatoConfigInputfields.php,3caac88fd2cfb66b30bf5c3bb963e2ae
Enable automated recovery emails,Активиране на автоматизирани имейли за възстановяване,,site/modules/Mercato/src/MercatoConfigInputfields.php,959eadf90d3e8c1e6467b3dcc46a18bd
"Enable customer-facing payment methods in the Mollie Dashboard. Mollie Checkout will show only methods available for the merchant profile, currency, amount, and shopper country.","Активирайте методите за плащане, видими за клиента, в таблото на Mollie. Mollie Checkout ще показва само методи, налични за профила на търговеца, валутата, сумата и държавата на купувача.",,site/modules/Mercato/src/MercatoConfigInputfields.php,e08693c164cfb8a0e8e940989b7b04fa
"Enable only if you want Mercato to replace mrc-order.php, mrc-orders.php, mrc-products.php, mrc-product.php, mrc-checkout.php, and mrc-success.php in /site/templates/. This can overwrite manual edits.","Активирайте само ако искате Mercato да замени mrc-order.php, mrc-orders.php, mrc-products.php, mrc-product.php, mrc-checkout.php и mrc-success.php в /site/templates/. Това може да презапише ръчни промени.",,site/modules/Mercato/src/MercatoConfigInputfields.php,3ca2aa2d8e6e2898c636c1fb1566c645
Enabled payment methods,Активирани методи за плащане,,site/modules/Mercato/src/MercatoConfigInputfields.php,5b640a119f4a8811e835e207d07beae3
"For Mollie, no signing secret is stored here. The webhook POST contains a payment id; Mercato verifies it by fetching the payment through the Mollie API.","За Mollie тук не се съхранява подписващ секрет. POST заявката на webhook-а съдържа ID на плащане; Mercato го проверява, като извлича плащането чрез Mollie API.",,site/modules/Mercato/src/MercatoConfigInputfields.php,fdb0af36bda5d509044f75c5cc569432
"For subscription self-service links, configure Stripe Billing → Customer portal in the Stripe Dashboard.",За връзки за самостоятелно управление на абонаменти конфигурирайте Stripe Billing → Customer portal в таблото на Stripe.,,site/modules/Mercato/src/MercatoConfigInputfields.php,da0e82ab088ffa58c4038c093cd5953e
Free shipping threshold,Праг за безплатна доставка,,site/modules/Mercato/src/MercatoConfigInputfields.php,5f2ab464876341df7ff085560b1dc9e2
Frontend framework,Фронтенд фреймуърк,,site/modules/Mercato/src/MercatoConfigInputfields.php,c887185c6013adddafbfdf72db7b6822
Fulfilment Methods,Методи за изпълнение,,site/modules/Mercato/src/MercatoConfigInputfields.php,adf17ec958948e1e7f038cdb844a4775
General Settings,Общи настройки,,site/modules/Mercato/src/MercatoConfigInputfields.php,52f4393e1b52ba63e27310ca92ba098c
GET opens a diagnostic response. Mollie will POST payment status updates to this URL.,GET отваря диагностичен отговор. Mollie ще изпраща POST актуализации на статуса на плащане към този URL адрес.,,site/modules/Mercato/src/MercatoConfigInputfields.php,ee862080965ba294771291064004ee86
GET opens a diagnostic response. PayPal will POST signed webhook events to this URL.,GET отваря диагностичен отговор. PayPal ще изпраща POST подписани webhook събития към този URL адрес.,,site/modules/Mercato/src/MercatoConfigInputfields.php,b2e3d0fee362d39db5946fac48749aa4
GET opens a diagnostic response. Stripe must POST signed webhook events to this URL.,GET отваря диагностичен отговор. Stripe трябва да изпраща POST подписани webhook събития към този URL адрес.,,site/modules/Mercato/src/MercatoConfigInputfields.php,aee1d8133cca197f685a9236872a51b5
How long pending checkout orders reserve stock before payment confirmation. Range: 1-1440 minutes.,Колко дълго чакащите поръчки при плащане резервират наличност преди потвърждение на плащането. Диапазон: 1-1440 минути.,,site/modules/Mercato/src/MercatoConfigInputfields.php,f530496520cccf86a91e136f8f755576
How many days abandoned cart/session policy should retain cart context. Range: 1-3650 days. This setting documents policy; it does not delete paid orders.,Колко дни политиката за изоставена количка/сесия трябва да съхранява контекста на количката. Диапазон: 1-3650 дни. Тази настройка документира политика; тя не изтрива платени поръчки.,,site/modules/Mercato/src/MercatoConfigInputfields.php,8cf6327356c3abeccf9dd017e9e6e5fa
How many days redacted webhook/event payload context should remain available for diagnostics. Range: 1-3650 days.,Колко дни редактираният контекст на webhook/събитие трябва да остане достъпен за диагностика. Диапазон: 1-3650 дни.,,site/modules/Mercato/src/MercatoConfigInputfields.php,253bfff80bdd009fa41ef992b5e521bb
How many days unpaid draft/pending order data may remain before manual or LazyCron cleanup. Range: 1-3650 days.,Колко дни данните за неплатени чернови/чакащи поръчки могат да останат преди ръчно или LazyCron изчистване. Диапазон: 1-3650 дни.,,site/modules/Mercato/src/MercatoConfigInputfields.php,90c8ce3f9bdec2fa8cdaa23584c24210
How often LazyCron should check abandoned checkout recovery candidates.,Колко често LazyCron трябва да проверява кандидати за възстановяване на изоставени поръчки.,,site/modules/Mercato/src/MercatoConfigInputfields.php,569df70cbeb1067ad6068970b8df3081
Include carrier/local delivery fees in the tax breakdown,Включване на таксите за куриерска/локална доставка в данъчната разбивка,,site/modules/Mercato/src/MercatoConfigInputfields.php,33a5082568840de0ef74e052d5e37b3e
Install / repair generated assets,Инсталиране / поправка на генерирани ресурси,,site/modules/Mercato/src/MercatoConfigInputfields.php,ec861d8401ffe9bf2c8e4a206cc7e1b8
Installer,Инсталатор,,site/modules/Mercato/src/MercatoConfigInputfields.php,d1be377656960ed04f1564da21d80c8d
Invoice prefix,Префикс на фактура,,site/modules/Mercato/src/MercatoConfigInputfields.php,82c9667c9ef1dc29e479d080eaa998db
Let Stripe show compatible Payment Element methods for Stripe Card checkout.,Оставете Stripe да показва съвместими методи Payment Element за плащане с карта чрез Stripe.,,site/modules/Mercato/src/MercatoConfigInputfields.php,4401a0673bbbc9898e6ae65d36164ca0
Live API Key (live_...),Реален API ключ (live_...),,site/modules/Mercato/src/MercatoConfigInputfields.php,a1d3f83d9be8208e944dfcd4dc685ec7
Live Client ID,Реален Client ID,,site/modules/Mercato/src/MercatoConfigInputfields.php,1087b413bc531d99ee4deb93e280bfed
Live Publishable Key (pk_live_...),Реален публичен ключ (pk_live_...),,site/modules/Mercato/src/MercatoConfigInputfields.php,de598d9a6a44b3c8fffe32bb14e97224
Live Secret,Реален секрет,,site/modules/Mercato/src/MercatoConfigInputfields.php,283b4262a252e932f41c6a7eeea8dc15
Live Secret Key (sk_live_...),Реален секретен ключ (sk_live_...),,site/modules/Mercato/src/MercatoConfigInputfields.php,aa26a33e114eb2adc910b678faf071c3
Live Webhook ID,Реален Webhook ID,,site/modules/Mercato/src/MercatoConfigInputfields.php,78531346fe27352f80f09f3fc2686d63
Load CDN assets for the selected frontend framework.,Зареждане на CDN ресурси за избрания фронтенд фреймуърк.,,site/modules/Mercato/src/MercatoConfigInputfields.php,8ac0d8d44a0e7c9f40efa3b09dd57a9c
Local delivery email body,Тяло на имейла за локална доставка,,site/modules/Mercato/src/MercatoConfigInputfields.php,42f875b83e3575888b372857cd5c077a
Local delivery email subject,Тема на имейла за локална доставка,,site/modules/Mercato/src/MercatoConfigInputfields.php,4c62f798d12edc5eba21903d00227e0c
Local delivery fee,Такса за локална доставка,,site/modules/Mercato/src/MercatoConfigInputfields.php,9cfed83392cff8ccad48215339b64855
Local delivery instructions,Инструкции за локална доставка,,site/modules/Mercato/src/MercatoConfigInputfields.php,410683d78bdbe21940c75cd0a1e17ba1
Local delivery label,Етикет за локална доставка,,site/modules/Mercato/src/MercatoConfigInputfields.php,7a1890112eec0e9f696530d8cefd9718
Local delivery minimum order,Минимална поръчка за локална доставка,,site/modules/Mercato/src/MercatoConfigInputfields.php,f0aa7dfe71962a76e411df87e5b4591e
Local postal-code prefixes,Префикси на локални пощенски кодове,,site/modules/Mercato/src/MercatoConfigInputfields.php,55934fe43d898f7ffc73d18b97169d03
Maximum payment-link emails per automation run. Range: 1-100.,Максимален брой имейли с връзка за плащане на изпълнение на автоматизацията. Диапазон: 1-100.,,site/modules/Mercato/src/MercatoConfigInputfields.php,ea8337b59371b9762a2eb74f25460e16
Mercato installer failed: ,Инсталаторът на Mercato е неуспешен:,,site/modules/Mercato/src/MercatoConfigInputfields.php,f762aee52bd3e253911b9e5569435358
Mercato installer finished. Template files were %s.,Инсталаторът на Mercato завърши. Файловете на шаблоните бяха %s.,,site/modules/Mercato/src/MercatoConfigInputfields.php,e416ece723ce302257c22c361daaec30
"Mercato keeps prices gross; this controls the displayed tax breakdown, not the payable total.","Mercato пази цените бруто; това управлява показваната данъчна разбивка, не дължимата сума.",,site/modules/Mercato/src/MercatoConfigInputfields.php,843528a5f9651c8ff1cf430e3e4988c0
Mercato sends the webhook URL automatically when it creates each Mollie payment:,"Mercato изпраща webhook URL адреса автоматично, когато създава всяко плащане в Mollie:",,site/modules/Mercato/src/MercatoConfigInputfields.php,e4e01b0e0a13c28d4fadf48a8dba3bd2
Mercato test email failed: ,Тестовият имейл на Mercato е неуспешен:,,site/modules/Mercato/src/MercatoConfigInputfields.php,69439db15742b08a190183c78a0c1ee0
Mercato test email sent to ,Тестовият имейл на Mercato е изпратен до,,site/modules/Mercato/src/MercatoConfigInputfields.php,b87e418b22f1d4d3020894d2ddcbc7a8
Mercato verifies real PayPal webhooks with the PayPal verify-webhook-signature API before processing production events.,Mercato проверява реалните webhooks на PayPal чрез PayPal verify-webhook-signature API преди да обработи продукционни събития.,,site/modules/Mercato/src/MercatoConfigInputfields.php,dfb7129fc2881cad174a089587859a24
Merchant Details,Данни за търговеца,,site/modules/Mercato/src/MercatoConfigInputfields.php,766c0fb714d9b7fd8a1c1c8ff799deb2
Minimum checkout age,Минимална възраст за плащане,,site/modules/Mercato/src/MercatoConfigInputfields.php,061fee424c31b438b6d123c0614e5eb8
Minimum minutes before another recovery payment-link email can be sent for the same unpaid order. Use 0 to disable the cooldown. Range: 0-10080 minutes.,"Минимален брой минути преди да може да бъде изпратен друг имейл с връзка за възстановяване за същата неплатена поръчка. Използвайте 0, за да деактивирате изчакването. Диапазон: 0-10080 минути.",,site/modules/Mercato/src/MercatoConfigInputfields.php,ec85d62e510078b975bc0d12af442749
"Mollie also calls this payment webhook when a refund reaches processing, failed, or refunded status. Queued or pending refunds can be checked from Order Detail.","Mollie също извиква този webhook за плащане, когато възстановяване достигне статус „в обработка“, „неуспешно“ или „възстановено“. Опашка от чакащи възстановявания може да се провери от Детайли на поръчката.",,site/modules/Mercato/src/MercatoConfigInputfields.php,616ad811063ed1a93271c6a1d0d52b89
Mollie Settings,Настройки на Mollie,,site/modules/Mercato/src/MercatoConfigInputfields.php,824f2c1d1c2ee9aecac9977d9347a2ea
Mollie Webhook Endpoint,Крайна точка на Mollie Webhook,,site/modules/Mercato/src/MercatoConfigInputfields.php,614dab96b81a1f54bfe4e691a7f133f9
One email per line. These addresses are excluded from manual and automated recovery payment-link emails.,По един имейл на ред. Тези адреси са изключени от ръчните и автоматизираните имейли с връзка за плащане за възстановяване.,,site/modules/Mercato/src/MercatoConfigInputfields.php,3c10f1526245ddbca84e189df3dc9922
Only selected methods are shown on checkout and accepted by the payment flow. Demo Payment is always unavailable in production mode.,На плащането се показват и се приемат от платежния процес само избраните методи. Демо плащането винаги е недостъпно в продукционен режим.,,site/modules/Mercato/src/MercatoConfigInputfields.php,a62b7bbc37b77ec3aeee31af1dd0f845
Open Developers → Webhooks → Add endpoint and use this endpoint URL:,Отворете Developers → Webhooks → Add endpoint и използвайте този URL адрес на крайна точка:,,site/modules/Mercato/src/MercatoConfigInputfields.php,918363d0b47bec7df7f46826a65225b6
Open Mollie Dashboard → Developers → API keys and copy the Test API key and Live API key.,Отворете таблото на Mollie → Developers → API keys и копирайте тестовия API ключ и реалния API ключ.,,site/modules/Mercato/src/MercatoConfigInputfields.php,fa58a8aa797f3a0512addd4d94341f41
Open PayPal Developer Dashboard → Apps & Credentials and create or select a REST app.,Отворете PayPal Developer Dashboard → Apps & Credentials и създайте или изберете REST приложение.,,site/modules/Mercato/src/MercatoConfigInputfields.php,afc305b47da5edb9a5a09cac7dcee44a
Open Stripe Dashboard → Developers → API keys and copy the Publishable key and Secret key for test/live mode.,Отворете таблото на Stripe → Developers → API keys и копирайте публичния ключ и секретния ключ за тестов/реален режим.,,site/modules/Mercato/src/MercatoConfigInputfields.php,2f98351adabe4800844064766bb5550c
"Optional checkout region/state list, one per line: US: CA California, US: NY New York, CA: QC Quebec. When a country has entries, checkout requires one of those region codes.","По избор списък с региони/щати за плащане, по един на ред: US: CA California, US: NY New York, CA: QC Quebec. Когато дадена държава има записи, плащането изисква един от тези кодове на регион.",,site/modules/Mercato/src/MercatoConfigInputfields.php,b8acaba53692dc47cebf484edbe3fbf4
"Optional coupon code promoted in recovery payment-link emails. Variables: {recovery_discount_code}, {recovery_discount_line}.","По избор код на купон, промотиран в имейлите с връзка за плащане за възстановяване. Променливи: {recovery_discount_code}, {recovery_discount_line}.",,site/modules/Mercato/src/MercatoConfigInputfields.php,be3fa7ecafeba78b4036b0ebf8eeedbb
"Optional external PDF renderer URL. Variables: {order_id}, {invoice}, {token}, {receipt_link}. Leave blank to use printable HTML only.","По избор външен URL адрес за рендиране на PDF. Променливи: {order_id}, {invoice}, {token}, {receipt_link}. Оставете празно, за да използвате само вградената разпечатка в HTML.",,site/modules/Mercato/src/MercatoConfigInputfields.php,9fc30357d6288a5d6ce56894eea5159b
"Optional ISO-2 country allowlist for carrier and local delivery, e.g. GB, FR, DE. Leave blank to allow all countries.","По избор списък с разрешени държави по ISO-2 за куриерска и локална доставка, напр. GB, FR, DE. Оставете празно, за да разрешите всички държави.",,site/modules/Mercato/src/MercatoConfigInputfields.php,5eb8bb12303cda35ecd6055520a78f34
"Optional managed checkout time windows, one per line. When configured, checkout shows a select field and rejects values outside this list.","По избор управлявани времеви прозорци за плащане, по един на ред. Когато е конфигурирано, плащането показва поле за избор и отхвърля стойности извън този списък.",,site/modules/Mercato/src/MercatoConfigInputfields.php,b85efbae0df4d2906a3a8f3661f9b949
"Optional multiple pickup locations, one per line: Name | Address | Instructions | Hours. When empty, the single pickup location and instructions above are used.","По избор няколко места за вземане, по едно на ред: Име | Адрес | Инструкции | Часове. Когато е празно, се използват единичното място за вземане и инструкциите по-горе.",,site/modules/Mercato/src/MercatoConfigInputfields.php,ac3bd9acaa0c38ed4d37f17c31dbded5
"Optional PHP template relative to /site/templates/, e.g. mercato-receipt.php. Leave blank to use the built-in printable receipt.","По избор PHP шаблон спрямо /site/templates/, напр. mercato-receipt.php. Оставете празно, за да използвате вградената разпечатка.",,site/modules/Mercato/src/MercatoConfigInputfields.php,a0b6a741d4c12d5051de4b5c977032f4
Optional policy horizon for customer data review. Use 0 to retain until an explicit admin policy/manual cleanup exists. Paid orders are never silently deleted.,"По избор хоризонт на политиката за преглед на данни за клиента. Използвайте 0, за да се съхраняват до наличие на изрична административна политика/ръчно изчистване. Платените поръчки никога не се изтриват тихомълком.",,site/modules/Mercato/src/MercatoConfigInputfields.php,77064f0d075e3d2395b6740f06529355
"Optional prefix for newly issued invoice numbers, e.g. INV-. Existing invoice numbers are preserved.","По избор префикс за новоиздадени номера на фактури, напр. INV-. Съществуващите номера на фактури се запазват.",,site/modules/Mercato/src/MercatoConfigInputfields.php,8d84d40e5549a012a7cbdd8feea0de0b
"Optional public pages linked below checkout. Use this for terms, privacy, refund, and shipping policies.","По избор публични страници, свързани под плащането. Използвайте това за условия, поверителност, връщания и политики за доставка.",,site/modules/Mercato/src/MercatoConfigInputfields.php,e1f61d5b576c0309a58b1e56479a9bf3
"Optional seller/legal details shown on printable receipts, e.g. company name, address, registration number, VAT number.","По избор данни за продавача/юридически данни, показвани на разпечатките, напр. име на фирма, адрес, регистрационен номер, ДДС номер.",,site/modules/Mercato/src/MercatoConfigInputfields.php,c4a52e135848f8ac5650a8e6723b6361
Order confirmation body,Тяло на потвърждението на поръчка,,site/modules/Mercato/src/MercatoConfigInputfields.php,6619e2036b80df5e29363b5e024935dd
Order confirmation subject,Тема на потвърждението на поръчка,,site/modules/Mercato/src/MercatoConfigInputfields.php,dab24509ddc067e6887c51343879377d
Orders parent page path,Път на родителската страница за поръчки,,site/modules/Mercato/src/MercatoConfigInputfields.php,731595ccdbd7364f0757385e50a50e1c
Overwrite existing template files in /site/templates/,Презаписване на съществуващи файлове на шаблони в /site/templates/,,site/modules/Mercato/src/MercatoConfigInputfields.php,82481857d82a9e7d198b2533b4b9e869
Page shown after successful payment.,"Страница, показвана след успешно плащане.",,site/modules/Mercato/src/MercatoConfigInputfields.php,b422d62bead6237fb8e6450948d043fa
Page used when payment is canceled or the customer goes back.,"Страница, използвана при отказ на плащане или връщане назад от клиента.",,site/modules/Mercato/src/MercatoConfigInputfields.php,67140e8976e6f60b8dcfb9dfcd5068ed
"Path relative to root, e.g. ""orders"". This page will hold all order child pages.","Път спрямо root, напр. „orders“. Тази страница ще съдържа всички дъщерни страници на поръчки.",,site/modules/Mercato/src/MercatoConfigInputfields.php,7a067e7c95fe6b8b721a6e0aba2fa381
Payment link email body,Тяло на имейла с връзка за плащане,,site/modules/Mercato/src/MercatoConfigInputfields.php,25c67bdfce052a2bbe1bb7178cfc07ac
Payment link email subject,Тема на имейла с връзка за плащане,,site/modules/Mercato/src/MercatoConfigInputfields.php,686fc4b74cf66683c9c2daa88b1f09c3
PayPal Settings,Настройки на PayPal,,site/modules/Mercato/src/MercatoConfigInputfields.php,802487810607dad9dc2c5880e2350da6
PayPal Webhook Endpoint,Крайна точка на PayPal Webhook,,site/modules/Mercato/src/MercatoConfigInputfields.php,0e75ac14d8281fa402d8bb1ae3880380
Pickup instructions,Инструкции за вземане от място,,site/modules/Mercato/src/MercatoConfigInputfields.php,7a99414b79b388d791307e4aea5fb8ab
Pickup label,Етикет за вземане от място,,site/modules/Mercato/src/MercatoConfigInputfields.php,87c2117da74d9f0eb822c0ce6cb016ab
Pickup location,Място за вземане,,site/modules/Mercato/src/MercatoConfigInputfields.php,c5b6f491220ee0279697c20f618d3a8b
Pickup locations,Места за вземане,,site/modules/Mercato/src/MercatoConfigInputfields.php,41a6ce51c43b6fa0554d6b9b7f2f0e9f
Pickup ready email body,Тяло на имейла за готовност за вземане,,site/modules/Mercato/src/MercatoConfigInputfields.php,11e9242945b6b0d428adbddf126dbb64
Pickup ready email subject,Тема на имейла за готовност за вземане,,site/modules/Mercato/src/MercatoConfigInputfields.php,9bc39e40250e386c6ff94516f6b178a8
"Plain-text message sent when an order is out for local delivery. Variables: {invoice}, {customer}, {fulfilment_details}, {order_status_link}, {policy_links}.","Обикновено текстово съобщение, изпратено при поръчка за локална доставка. Променливи: {invoice}, {customer}, {fulfilment_details}, {order_status_link}, {policy_links}.",,site/modules/Mercato/src/MercatoConfigInputfields.php,3a6bd7fdd11e49de795755bd62611553
"Plain-text message sent when an order is ready for collection. Variables: {invoice}, {customer}, {fulfilment_details}, {order_status_link}, {policy_links}.","Обикновено текстово съобщение, изпратено при готовност на поръчка за вземане. Променливи: {invoice}, {customer}, {fulfilment_details}, {order_status_link}, {policy_links}.",,site/modules/Mercato/src/MercatoConfigInputfields.php,c7c99c2c6d7d618e02a879487fdccbed
