en,sk,description,file,hash
Controls how displayed tax totals are rounded. Stored order totals remain frozen after checkout.,"Určuje, ako sa zaokrúhľujú zobrazené súčty dane. Uložené súčty objednávky zostávajú po checkoute nemenné.",,site/modules/Mercato/src/MercatoConfigInputfields.php,b69ebeb87b2727726ffb5ec31c4cf0df
Controls tax breakdown display. Included keeps the current gross-price model; No tax hides tax rows without changing payable totals.,Určuje zobrazenie rozpisu dane. „Zahrnutá“ zachováva aktuálny model hrubej ceny; „Bez dane“ skrýva riadky dane bez zmeny súm na úhradu.,,site/modules/Mercato/src/MercatoConfigInputfields.php,2a878a6d141955c430c86ee98beafb96
"Controls the default Mercato frontend templates: product, checkout, and success.","Určuje predvolené frontendové šablóny Mercato: produkt, checkout a úspech.",,site/modules/Mercato/src/MercatoConfigInputfields.php,916c6438418d2a9da8016a86c7d8e4df
copied only when missing,kopírované iba ak chýba,,site/modules/Mercato/src/MercatoConfigInputfields.php,8424478681a758ba1a121a92e4fbd8f8
copied with overwrite enabled,kopírované s povoleným prepísaním,,site/modules/Mercato/src/MercatoConfigInputfields.php,cf938f6daed768503c22f5f057cb052f
Copy the Sandbox Client ID and Secret for testing. Copy Live credentials only when you are ready for production review.,"Skopírujte Client ID a Secret zo Sandboxu na testovanie. Ostré prihlasovacie údaje kopírujte až vtedy, keď ste pripravení na kontrolu ostrej prevádzky.",,site/modules/Mercato/src/MercatoConfigInputfields.php,61e2d6728675411f8f906966da473bf2
Create a webhook for this endpoint and copy its Webhook ID into the matching Sandbox or Live field:,Vytvorte webhook pre tento endpoint a skopírujte jeho Webhook ID do zodpovedajúceho poľa Sandbox alebo Live:,,site/modules/Mercato/src/MercatoConfigInputfields.php,1c5ec0b0e51b8a2298e5cb578644c75d
Currency code (ISO 4217),Kód meny (ISO 4217),,site/modules/Mercato/src/MercatoConfigInputfields.php,e55bade0ee4d4ea96b18ff8aade224c3
Currency symbol,Symbol meny,,site/modules/Mercato/src/MercatoConfigInputfields.php,62f9da2dd4df9ed3b5312a77186956c8
Customer data retention,Uchovávanie údajov zákazníka,,site/modules/Mercato/src/MercatoConfigInputfields.php,dcfd4a0ecaa0aca9b123e487971468a6
Customer redirects return to the configured Mercato pages:,Presmerovania zákazníka vedú na nakonfigurované stránky Mercato:,,site/modules/Mercato/src/MercatoConfigInputfields.php,6154052a44ff6831cf4e2a34f4e47b2a
Default checkout method,Predvolená metóda checkoutu,,site/modules/Mercato/src/MercatoConfigInputfields.php,d4b747f0b6f2a405735b37654d6db62d
Default low-stock threshold,Predvolená hranica nízkeho stavu zásob,,site/modules/Mercato/src/MercatoConfigInputfields.php,2eb8c2ac0ea4aad04b7da2de3a2c6c10
Default product tax rate (%),Predvolená sadzba dane produktu (%),,site/modules/Mercato/src/MercatoConfigInputfields.php,a2d0dcd05d830e3170a66c6804d70792
Delivery regions by country,Oblasti doručenia podľa krajiny,,site/modules/Mercato/src/MercatoConfigInputfields.php,f157e0d40152b2f813078871d4f7e76d
"Disable this when your site theme already provides Tailwind, Bootstrap, or UIkit.","Túto možnosť zakážte, ak vaša šablóna webu už poskytuje Tailwind, Bootstrap alebo UIkit.",,site/modules/Mercato/src/MercatoConfigInputfields.php,17a018935bfb3575d1b919bc2dc29ee9
Draft order retention,Uchovávanie konceptov objednávok,,site/modules/Mercato/src/MercatoConfigInputfields.php,a5b2fe0e35c054cd3b7c3931c80fd382
Email Notifications,E-mailové Upozornenia,,site/modules/Mercato/src/MercatoConfigInputfields.php,3caac88fd2cfb66b30bf5c3bb963e2ae
Enable automated recovery emails,Povoliť automatizované e-maily obnovenia,,site/modules/Mercato/src/MercatoConfigInputfields.php,959eadf90d3e8c1e6467b3dcc46a18bd
"Enable customer-facing payment methods in the Mollie Dashboard. Mollie Checkout will show only methods available for the merchant profile, currency, amount, and shopper country.","Povoľte platobné metódy viditeľné zákazníkom v Mollie Dashboard. Mollie Checkout zobrazí iba metódy dostupné pre profil obchodníka, menu, sumu a krajinu kupujúceho.",,site/modules/Mercato/src/MercatoConfigInputfields.php,e08693c164cfb8a0e8e940989b7b04fa
"Enable only if you want Mercato to replace mrc-order.php, mrc-orders.php, mrc-products.php, mrc-product.php, mrc-checkout.php, and mrc-success.php in /site/templates/. This can overwrite manual edits.","Povoľte iba vtedy, ak chcete, aby Mercato nahradilo mrc-order.php, mrc-orders.php, mrc-products.php, mrc-product.php, mrc-checkout.php a mrc-success.php v /site/templates/. Toto môže prepísať manuálne úpravy.",,site/modules/Mercato/src/MercatoConfigInputfields.php,3ca2aa2d8e6e2898c636c1fb1566c645
Enabled payment methods,Povolené platobné metódy,,site/modules/Mercato/src/MercatoConfigInputfields.php,5b640a119f4a8811e835e207d07beae3
"For Mollie, no signing secret is stored here. The webhook POST contains a payment id; Mercato verifies it by fetching the payment through the Mollie API.",Pre Mollie sa tu neukladá žiadny podpisový kľúč. POST webhooku obsahuje id platby; Mercato ho overuje získaním platby cez API Mollie.,,site/modules/Mercato/src/MercatoConfigInputfields.php,fdb0af36bda5d509044f75c5cc569432
"For subscription self-service links, configure Stripe Billing → Customer portal in the Stripe Dashboard.",Pre samoobslužné odkazy na predplatné nastavte Stripe Billing → Customer portal v Stripe Dashboard.,,site/modules/Mercato/src/MercatoConfigInputfields.php,da0e82ab088ffa58c4038c093cd5953e
Free shipping threshold,Hranica pre dopravu zdarma,,site/modules/Mercato/src/MercatoConfigInputfields.php,5f2ab464876341df7ff085560b1dc9e2
Frontend framework,Frontendový framework,,site/modules/Mercato/src/MercatoConfigInputfields.php,c887185c6013adddafbfdf72db7b6822
Fulfilment Methods,Metódy Vybavenia,,site/modules/Mercato/src/MercatoConfigInputfields.php,adf17ec958948e1e7f038cdb844a4775
General Settings,Všeobecné Nastavenia,,site/modules/Mercato/src/MercatoConfigInputfields.php,52f4393e1b52ba63e27310ca92ba098c
GET opens a diagnostic response. Mollie will POST payment status updates to this URL.,GET otvorí diagnostickú odpoveď. Mollie bude na tento URL odosielať aktualizácie stavu platby metódou POST.,,site/modules/Mercato/src/MercatoConfigInputfields.php,ee862080965ba294771291064004ee86
GET opens a diagnostic response. PayPal will POST signed webhook events to this URL.,GET otvorí diagnostickú odpoveď. PayPal bude na tento URL odosielať podpísané udalosti webhooku metódou POST.,,site/modules/Mercato/src/MercatoConfigInputfields.php,b2e3d0fee362d39db5946fac48749aa4
GET opens a diagnostic response. Stripe must POST signed webhook events to this URL.,GET otvorí diagnostickú odpoveď. Stripe musí na tento URL odosielať podpísané udalosti webhooku metódou POST.,,site/modules/Mercato/src/MercatoConfigInputfields.php,aee1d8133cca197f685a9236872a51b5
How long pending checkout orders reserve stock before payment confirmation. Range: 1-1440 minutes.,Ako dlho čakajúce objednávky z checkoutu rezervujú zásoby pred potvrdením platby. Rozsah: 1 – 1440 minút.,,site/modules/Mercato/src/MercatoConfigInputfields.php,f530496520cccf86a91e136f8f755576
How many days abandoned cart/session policy should retain cart context. Range: 1-3650 days. This setting documents policy; it does not delete paid orders.,Koľko dní má politika opusteného košíka/relácie uchovávať kontext košíka. Rozsah: 1 – 3650 dní. Toto nastavenie zaznamenáva politiku; nemaže uhradené objednávky.,,site/modules/Mercato/src/MercatoConfigInputfields.php,8cf6327356c3abeccf9dd017e9e6e5fa
How many days redacted webhook/event payload context should remain available for diagnostics. Range: 1-3650 days.,Koľko dní má zostať k dispozícii na diagnostiku upravený kontext obsahu webhooku/udalosti. Rozsah: 1 – 3650 dní.,,site/modules/Mercato/src/MercatoConfigInputfields.php,253bfff80bdd009fa41ef992b5e521bb
How many days unpaid draft/pending order data may remain before manual or LazyCron cleanup. Range: 1-3650 days.,Koľko dní môžu zostať údaje neuhradených konceptov/čakajúcich objednávok pred manuálnym čistením alebo čistením cez LazyCron. Rozsah: 1 – 3650 dní.,,site/modules/Mercato/src/MercatoConfigInputfields.php,90c8ce3f9bdec2fa8cdaa23584c24210
How often LazyCron should check abandoned checkout recovery candidates.,Ako často má LazyCron kontrolovať kandidátov na obnovenie opustených checkoutov.,,site/modules/Mercato/src/MercatoConfigInputfields.php,569df70cbeb1067ad6068970b8df3081
Include carrier/local delivery fees in the tax breakdown,Zahrnúť poplatky za doručenie kuriérom/miestne doručenie do rozpisu dane,,site/modules/Mercato/src/MercatoConfigInputfields.php,33a5082568840de0ef74e052d5e37b3e
Install / repair generated assets,Inštalovať / opraviť generované zdroje,,site/modules/Mercato/src/MercatoConfigInputfields.php,ec861d8401ffe9bf2c8e4a206cc7e1b8
Installer,Inštalátor,,site/modules/Mercato/src/MercatoConfigInputfields.php,d1be377656960ed04f1564da21d80c8d
Invoice prefix,Predpona faktúry,,site/modules/Mercato/src/MercatoConfigInputfields.php,82c9667c9ef1dc29e479d080eaa998db
Let Stripe show compatible Payment Element methods for Stripe Card checkout.,Umožnite Stripe zobraziť kompatibilné metódy Payment Element pre checkout kartou Stripe.,,site/modules/Mercato/src/MercatoConfigInputfields.php,4401a0673bbbc9898e6ae65d36164ca0
Live API Key (live_...),Ostrý API Kľúč (live_...),,site/modules/Mercato/src/MercatoConfigInputfields.php,a1d3f83d9be8208e944dfcd4dc685ec7
Live Client ID,Ostré Client ID,,site/modules/Mercato/src/MercatoConfigInputfields.php,1087b413bc531d99ee4deb93e280bfed
Live Publishable Key (pk_live_...),Ostrý Verejný Kľúč (pk_live_...),,site/modules/Mercato/src/MercatoConfigInputfields.php,de598d9a6a44b3c8fffe32bb14e97224
Live Secret,Ostrý Tajný Kľúč,,site/modules/Mercato/src/MercatoConfigInputfields.php,283b4262a252e932f41c6a7eeea8dc15
Live Secret Key (sk_live_...),Ostrý Tajný Kľúč (sk_live_...),,site/modules/Mercato/src/MercatoConfigInputfields.php,aa26a33e114eb2adc910b678faf071c3
Live Webhook ID,Ostré Webhook ID,,site/modules/Mercato/src/MercatoConfigInputfields.php,78531346fe27352f80f09f3fc2686d63
Load CDN assets for the selected frontend framework.,Načítať zdroje CDN pre zvolený frontendový framework.,,site/modules/Mercato/src/MercatoConfigInputfields.php,8ac0d8d44a0e7c9f40efa3b09dd57a9c
Local delivery email body,Text e-mailu o miestnom doručení,,site/modules/Mercato/src/MercatoConfigInputfields.php,42f875b83e3575888b372857cd5c077a
Local delivery email subject,Predmet e-mailu o miestnom doručení,,site/modules/Mercato/src/MercatoConfigInputfields.php,4c62f798d12edc5eba21903d00227e0c
Local delivery fee,Poplatok za miestne doručenie,,site/modules/Mercato/src/MercatoConfigInputfields.php,9cfed83392cff8ccad48215339b64855
Local delivery instructions,Pokyny pre miestne doručenie,,site/modules/Mercato/src/MercatoConfigInputfields.php,410683d78bdbe21940c75cd0a1e17ba1
Local delivery label,Označenie miestneho doručenia,,site/modules/Mercato/src/MercatoConfigInputfields.php,7a1890112eec0e9f696530d8cefd9718
Local delivery minimum order,Minimálna objednávka pre miestne doručenie,,site/modules/Mercato/src/MercatoConfigInputfields.php,f0aa7dfe71962a76e411df87e5b4591e
Local postal-code prefixes,Miestne predpony PSČ,,site/modules/Mercato/src/MercatoConfigInputfields.php,55934fe43d898f7ffc73d18b97169d03
Maximum payment-link emails per automation run. Range: 1-100.,Maximálny počet e-mailov s odkazom na platbu na jedno spustenie automatizácie. Rozsah: 1 – 100.,,site/modules/Mercato/src/MercatoConfigInputfields.php,ea8337b59371b9762a2eb74f25460e16
Mercato installer failed: ,Inštalácia Mercato zlyhala: ,,site/modules/Mercato/src/MercatoConfigInputfields.php,f762aee52bd3e253911b9e5569435358
Mercato installer finished. Template files were %s.,Inštalácia Mercato bola dokončená. Súbory šablón boli %s.,,site/modules/Mercato/src/MercatoConfigInputfields.php,e416ece723ce302257c22c361daaec30
"Mercato keeps prices gross; this controls the displayed tax breakdown, not the payable total.","Mercato uchováva ceny ako hrubé; toto určuje zobrazený rozpis dane, nie sumu na úhradu.",,site/modules/Mercato/src/MercatoConfigInputfields.php,843528a5f9651c8ff1cf430e3e4988c0
Mercato sends the webhook URL automatically when it creates each Mollie payment:,Mercato automaticky odosiela URL webhooku pri vytvorení každej platby Mollie:,,site/modules/Mercato/src/MercatoConfigInputfields.php,e4e01b0e0a13c28d4fadf48a8dba3bd2
Mercato test email failed: ,Testovací e-mail Mercato zlyhal: ,,site/modules/Mercato/src/MercatoConfigInputfields.php,69439db15742b08a190183c78a0c1ee0
Mercato test email sent to ,Testovací e-mail Mercato odoslaný na ,,site/modules/Mercato/src/MercatoConfigInputfields.php,b87e418b22f1d4d3020894d2ddcbc7a8
Mercato verifies real PayPal webhooks with the PayPal verify-webhook-signature API before processing production events.,Mercato pred spracovaním ostrých udalostí overuje skutočné webhooky PayPal pomocou API verify-webhook-signature od PayPal.,,site/modules/Mercato/src/MercatoConfigInputfields.php,dfb7129fc2881cad174a089587859a24
Merchant Details,Podrobnosti Obchodníka,,site/modules/Mercato/src/MercatoConfigInputfields.php,766c0fb714d9b7fd8a1c1c8ff799deb2
Minimum checkout age,Minimálny vek checkoutu,,site/modules/Mercato/src/MercatoConfigInputfields.php,061fee424c31b438b6d123c0614e5eb8
Minimum minutes before another recovery payment-link email can be sent for the same unpaid order. Use 0 to disable the cooldown. Range: 0-10080 minutes.,Minimálny počet minút pred odoslaním ďalšieho e-mailu s odkazom na platbu obnovenia pre tú istú neuhradenú objednávku. Použite 0 na zakázanie ochrannej lehoty. Rozsah: 0 – 10080 minút.,,site/modules/Mercato/src/MercatoConfigInputfields.php,ec85d62e510078b975bc0d12af442749
"Mollie also calls this payment webhook when a refund reaches processing, failed, or refunded status. Queued or pending refunds can be checked from Order Detail.","Mollie tiež volá tento platobný webhook, keď refundácia dosiahne stav spracovania, zlyhania alebo refundovania. Refundácie vo fronte alebo čakajúce možno skontrolovať z Detailu Objednávky.",,site/modules/Mercato/src/MercatoConfigInputfields.php,616ad811063ed1a93271c6a1d0d52b89
Mollie Settings,Nastavenia Mollie,,site/modules/Mercato/src/MercatoConfigInputfields.php,824f2c1d1c2ee9aecac9977d9347a2ea
Mollie Webhook Endpoint,Endpoint Webhooku Mollie,,site/modules/Mercato/src/MercatoConfigInputfields.php,614dab96b81a1f54bfe4e691a7f133f9
One email per line. These addresses are excluded from manual and automated recovery payment-link emails.,Jeden e-mail na riadok. Tieto adresy sú vylúčené z manuálnych a automatizovaných e-mailov s odkazom na platbu obnovenia.,,site/modules/Mercato/src/MercatoConfigInputfields.php,3c10f1526245ddbca84e189df3dc9922
Only selected methods are shown on checkout and accepted by the payment flow. Demo Payment is always unavailable in production mode.,Pri checkoute sa zobrazujú a platobným procesom sú akceptované iba vybrané metódy. Ukážková platba je v ostrom režime vždy nedostupná.,,site/modules/Mercato/src/MercatoConfigInputfields.php,a62b7bbc37b77ec3aeee31af1dd0f845
Open Developers → Webhooks → Add endpoint and use this endpoint URL:,Otvorte Developers → Webhooks → Add endpoint a použite tento URL endpointu:,,site/modules/Mercato/src/MercatoConfigInputfields.php,918363d0b47bec7df7f46826a65225b6
Open Mollie Dashboard → Developers → API keys and copy the Test API key and Live API key.,Otvorte Mollie Dashboard → Developers → API keys a skopírujte Test API key a Live API key.,,site/modules/Mercato/src/MercatoConfigInputfields.php,fa58a8aa797f3a0512addd4d94341f41
Open PayPal Developer Dashboard → Apps & Credentials and create or select a REST app.,Otvorte PayPal Developer Dashboard → Apps & Credentials a vytvorte alebo vyberte aplikáciu REST.,,site/modules/Mercato/src/MercatoConfigInputfields.php,afc305b47da5edb9a5a09cac7dcee44a
Open Stripe Dashboard → Developers → API keys and copy the Publishable key and Secret key for test/live mode.,Otvorte Stripe Dashboard → Developers → API keys a skopírujte Publishable key a Secret key pre testovací/ostrý režim.,,site/modules/Mercato/src/MercatoConfigInputfields.php,2f98351adabe4800844064766bb5550c
"Optional checkout region/state list, one per line: US: CA California, US: NY New York, CA: QC Quebec. When a country has entries, checkout requires one of those region codes.","Voliteľný zoznam regiónov/štátov pre checkout, jeden na riadok: US: CA California, US: NY New York, CA: QC Quebec. Keď má krajina záznamy, checkout vyžaduje jeden z týchto kódov regiónu.",,site/modules/Mercato/src/MercatoConfigInputfields.php,b8acaba53692dc47cebf484edbe3fbf4
"Optional coupon code promoted in recovery payment-link emails. Variables: {recovery_discount_code}, {recovery_discount_line}.","Voliteľný kód kupónu propagovaný v e-mailoch s odkazom na platbu obnovenia. Premenné: {recovery_discount_code}, {recovery_discount_line}.",,site/modules/Mercato/src/MercatoConfigInputfields.php,be3fa7ecafeba78b4036b0ebf8eeedbb
"Optional external PDF renderer URL. Variables: {order_id}, {invoice}, {token}, {receipt_link}. Leave blank to use printable HTML only.","Voliteľná URL externého generátora PDF. Premenné: {order_id}, {invoice}, {token}, {receipt_link}. Ponechajte prázdne na použitie iba tlačiteľného HTML.",,site/modules/Mercato/src/MercatoConfigInputfields.php,9fc30357d6288a5d6ce56894eea5159b
"Optional ISO-2 country allowlist for carrier and local delivery, e.g. GB, FR, DE. Leave blank to allow all countries.","Voliteľný zoznam povolených krajín ISO-2 pre doručenie kuriérom a miestne doručenie, napr. GB, FR, DE. Ponechajte prázdne na povolenie všetkých krajín.",,site/modules/Mercato/src/MercatoConfigInputfields.php,5eb8bb12303cda35ecd6055520a78f34
"Optional managed checkout time windows, one per line. When configured, checkout shows a select field and rejects values outside this list.","Voliteľné spravované časové okná checkoutu, jedno na riadok. Keď sú nakonfigurované, checkout zobrazí výberové pole a odmietne hodnoty mimo tohto zoznamu.",,site/modules/Mercato/src/MercatoConfigInputfields.php,b85efbae0df4d2906a3a8f3661f9b949
"Optional multiple pickup locations, one per line: Name | Address | Instructions | Hours. When empty, the single pickup location and instructions above are used.","Voliteľných viacero miest vyzdvihnutia, jedno na riadok: Názov | Adresa | Pokyny | Otváracie hodiny. Ak je prázdne, použije sa jediné miesto vyzdvihnutia a pokyny uvedené vyššie.",,site/modules/Mercato/src/MercatoConfigInputfields.php,ac3bd9acaa0c38ed4d37f17c31dbded5
"Optional PHP template relative to /site/templates/, e.g. mercato-receipt.php. Leave blank to use the built-in printable receipt.","Voliteľná šablóna PHP relatívne k /site/templates/, napr. mercato-receipt.php. Ponechajte prázdne na použitie zabudovaného tlačiteľného dokladu.",,site/modules/Mercato/src/MercatoConfigInputfields.php,a0b6a741d4c12d5051de4b5c977032f4
Optional policy horizon for customer data review. Use 0 to retain until an explicit admin policy/manual cleanup exists. Paid orders are never silently deleted.,"Voliteľný horizont politiky na kontrolu údajov zákazníka. Použite 0 na uchovávanie, kým neexistuje výslovná administratívna politika/manuálne čistenie. Uhradené objednávky sa nikdy tichým spôsobom nemažú.",,site/modules/Mercato/src/MercatoConfigInputfields.php,77064f0d075e3d2395b6740f06529355
"Optional prefix for newly issued invoice numbers, e.g. INV-. Existing invoice numbers are preserved.","Voliteľná predpona pre novo vystavené čísla faktúr, napr. INV-. Existujúce čísla faktúr zostávajú zachované.",,site/modules/Mercato/src/MercatoConfigInputfields.php,8d84d40e5549a012a7cbdd8feea0de0b
"Optional public pages linked below checkout. Use this for terms, privacy, refund, and shipping policies.","Voliteľné verejné stránky prepojené pod checkoutom. Použite to na podmienky, ochranu súkromia, refundácie a politiku dopravy.",,site/modules/Mercato/src/MercatoConfigInputfields.php,e1f61d5b576c0309a58b1e56479a9bf3
"Optional seller/legal details shown on printable receipts, e.g. company name, address, registration number, VAT number.","Voliteľné údaje predajcu/právne údaje zobrazené na tlačiteľných dokladoch, napr. názov spoločnosti, adresa, registračné číslo, IČ DPH.",,site/modules/Mercato/src/MercatoConfigInputfields.php,c4a52e135848f8ac5650a8e6723b6361
Order confirmation body,Text potvrdenia objednávky,,site/modules/Mercato/src/MercatoConfigInputfields.php,6619e2036b80df5e29363b5e024935dd
Order confirmation subject,Predmet potvrdenia objednávky,,site/modules/Mercato/src/MercatoConfigInputfields.php,dab24509ddc067e6887c51343879377d
Orders parent page path,Cesta nadradenej stránky objednávok,,site/modules/Mercato/src/MercatoConfigInputfields.php,731595ccdbd7364f0757385e50a50e1c
Overwrite existing template files in /site/templates/,Prepísať existujúce súbory šablón v /site/templates/,,site/modules/Mercato/src/MercatoConfigInputfields.php,82481857d82a9e7d198b2533b4b9e869
Page shown after successful payment.,Stránka zobrazená po úspešnej platbe.,,site/modules/Mercato/src/MercatoConfigInputfields.php,b422d62bead6237fb8e6450948d043fa
Page used when payment is canceled or the customer goes back.,"Stránka použitá, keď je platba zrušená alebo sa zákazník vráti späť.",,site/modules/Mercato/src/MercatoConfigInputfields.php,67140e8976e6f60b8dcfb9dfcd5068ed
"Path relative to root, e.g. ""orders"". This page will hold all order child pages.","Cesta relatívna ku koreňu, napr. „orders“. Táto stránka bude obsahovať všetky podradené stránky objednávok.",,site/modules/Mercato/src/MercatoConfigInputfields.php,7a067e7c95fe6b8b721a6e0aba2fa381
Payment link email body,Text e-mailu s odkazom na platbu,,site/modules/Mercato/src/MercatoConfigInputfields.php,25c67bdfce052a2bbe1bb7178cfc07ac
Payment link email subject,Predmet e-mailu s odkazom na platbu,,site/modules/Mercato/src/MercatoConfigInputfields.php,686fc4b74cf66683c9c2daa88b1f09c3
PayPal Settings,Nastavenia PayPal,,site/modules/Mercato/src/MercatoConfigInputfields.php,802487810607dad9dc2c5880e2350da6
PayPal Webhook Endpoint,Endpoint Webhooku PayPal,,site/modules/Mercato/src/MercatoConfigInputfields.php,0e75ac14d8281fa402d8bb1ae3880380
Pickup instructions,Pokyny na vyzdvihnutie,,site/modules/Mercato/src/MercatoConfigInputfields.php,7a99414b79b388d791307e4aea5fb8ab
Pickup label,Označenie vyzdvihnutia,,site/modules/Mercato/src/MercatoConfigInputfields.php,87c2117da74d9f0eb822c0ce6cb016ab
Pickup location,Miesto vyzdvihnutia,,site/modules/Mercato/src/MercatoConfigInputfields.php,c5b6f491220ee0279697c20f618d3a8b
Pickup locations,Miesta vyzdvihnutia,,site/modules/Mercato/src/MercatoConfigInputfields.php,41a6ce51c43b6fa0554d6b9b7f2f0e9f
